chunk_id,document_id,text
doc00239_chunk025,doc00239,"- libels in europe. during the russian civil war, close to 50, 000 jews were killed in pogroms. antisemitism in america reached its peak during the interwar period. the pioneer automobile manufacturer henry ford propagated antisemitic ideas in his newspaper the dearborn independent ( published by ford from 1919 to 1927 ). the radio speeches of father coughlin in the late 1930s attacked franklin d. roosevelt ' s new deal and promoted the notion of a jewish financial conspiracy. some prominent politicians shared such views : louis t. mcfadden, chairman of the united states house committee on banking and currency, blamed jews for roosevelt ' s decision to abandon the gold standard, and claimed that "" in the united states today, the gentiles have the slips of paper while the jews have the lawful money "". in germany, shortly after adolf hitler and the nazi party came to power in 1933, the government instituted repressive legislation which denied jews basic civil rights. in september 1935, the nuremberg laws prohibited sexual relations and marriages between "" aryans "" and jews as rassenschande ( "" race disgrace "" ) and stripped all german jews, even quarter - and half - jews, of their citizenship ( their official title became "" subjects of the state "" ). it instituted a pogrom on the night of 9 – 10 november 1938, dubbed kristallnacht, in which jews were killed, their property destroyed and their synagogues torched. antisemitic laws, agitation and propaganda were extended to german - occupied europe in the wake of conquest, often building on local antisemitic traditions. in 1940, the famous aviator charles lindbergh and many prominent americans led the america first committee in opposing any involvement in a european war. lindbergh alleged that jews were pushing america to go to war against germany. lindbergh adamantly denied being antisemitic, and yet he refers numerous times in his private writings – his letters and diary – to jewish control of the media being used to pressure the u. s. to get involved in the european war. in one diary entry in november 1938, he responded to kristallnacht by writing "" i do not understand these riots on the part of the germans.... they have undoubtedly had a difficult jewish problem, but why is it necessary to handle it so unreasonably? "", acknowledgement on lindbergh ' s part that he agreed with the nazis that germany had a "" jewish problem "". an article"
doc00239_chunk026,doc00239,"have undoubtedly had a difficult jewish problem, but why is it necessary to handle it so unreasonably? "", acknowledgement on lindbergh ' s part that he agreed with the nazis that germany had a "" jewish problem "". an article by jonathan marwil in antisemitism, a historical encyclopedia of prejudice and persecution claims that "" no one who ever knew lindbergh thought him antisemitic "" and that claims of his antisemitism were solely tied to the remarks he made in that one speech. in the east the third reich forced jews into ghettos in warsaw, in krakow, in lvov, in lublin and in radom. after the beginning of the war between nazi germany and the soviet union in 1941, a campaign of mass murder, conducted by the einsatzgruppen, culminated from 1942 to 1945 in systematic genocide : the holocaust. eleven million jews were targeted for extermination by the nazis, and some six million were eventually killed. contemporary antisemitism post - wwii antisemitism there have continued to be antisemitic incidents since wwii, some of which had been state - sponsored. in the soviet union, antisemitism has been used as an instrument for settling personal conflicts starting with the conflict between joseph stalin and leon trotsky and continuing through numerous conspiracy theories spread by official propaganda. antisemitism in the ussr reached new heights after 1948 during the campaign against the "" rootless cosmopolitan "" ( euphemism for "" jew "" ) in which numerous yiddish - language poets, writers, painters, and sculptors were killed or arrested. this culminated in the so - called doctors ' plot in 1952. similar antisemitic propaganda in poland resulted in the flight of polish jewish survivors from the country. after the war, the kielce pogrom and the "" march 1968 events "" in communist poland represented further incidents of antisemitism in europe. the anti - jewish violence in postwar poland had a common theme of blood libel rumours. 21st - century european antisemitism physical assaults against jews in europe have included beatings, stabbings, and other violence, which increased markedly, sometimes resulting in serious injury and death. a 2015 report by the us state department on religious freedom declared that "" european anti - israel sentiment crossed the line into anti - semitism. "" this rise in antisemitic attacks is associated with both muslim antisemitism and the rise of far - right political parties as a result of the economic crisis of 2008"
doc00239_chunk027,doc00239,"european anti - israel sentiment crossed the line into anti - semitism. "" this rise in antisemitic attacks is associated with both muslim antisemitism and the rise of far - right political parties as a result of the economic crisis of 2008. this rise in the support for far - right ideas in western and eastern europe has resulted in the increase of antisemitic acts, mostly attacks on jewish memorials, synagogues and cemeteries but also a number of physical attacks against jews. in eastern europe the dissolution of the soviet union and the instability of the new states brought the rise of nationalist movements and the accusation against jews for the economic crisis, taking over the local economy and bribing the government, along with traditional and religious motives for antisemitism such as blood libels. writing on the rhetoric surrounding the 2022 russian invasion of ukraine, jason stanley relates these perceptions to broader historical narratives : "" the dominant version of antisemitism alive in parts of eastern europe today is that jews employ the holocaust to seize the victimhood narrative from the ' real ' victims of the nazis, who are russian christians ( or other non - jewish eastern europeans ) "". he calls out the "" myths of contemporary eastern european antisemitism – that a global cabal of jews were ( and are ) the real agents of violence against russian christians and the real victims of the nazis were not the jews, but rather this group. "" most of the antisemitic incidents in eastern europe are against jewish cemeteries and buildings ( community centers and synagogues ). nevertheless, there were several violent attacks against jews in moscow in 2006 when a neo - nazi stabbed 9 people at the bolshaya bronnaya synagogue, the failed bomb attack on the same synagogue in 1999, the threats against jewish pilgrims in uman, ukraine and the attack against a menorah by extremist christian organization in moldova in 2009. according to paul johnson, antisemitic policies are a sign of a state which is poorly governed. while no european state currently has such policies, the economist intelligence unit notes the rise in political uncertainty, notably populism and nationalism, as something that is particularly alarming for jews. 21st - century arab antisemitism robert bernstein, founder of human rights watch, says that antisemitism is "" deeply ingrained and institutionalized "" in "" arab nations in modern times "". in a 2011 survey by the pew research center, all of the muslim - majority middle eastern countries polled held significantly negative opinions of jews. in the"
doc00239_chunk028,doc00239,"##semitism is "" deeply ingrained and institutionalized "" in "" arab nations in modern times "". in a 2011 survey by the pew research center, all of the muslim - majority middle eastern countries polled held significantly negative opinions of jews. in the questionnaire, only 2 % of egyptians, 3 % of lebanese muslims, and 2 % of jordanians reported having a positive view of jews. muslim - majority countries outside the middle east similarly held markedly negative views of jews, with 4 % of turks and 9 % of indonesians viewing jews favorably. according to a 2011 exhibition at the united states holocaust memorial museum in washington, united states, some of the dialogue from middle east media and commentators about jews bear a striking resemblance to nazi propaganda. according to josef joffe of newsweek, "" anti - semitism — the real stuff, not just bad - mouthing particular israeli policies — is as much part of arab life today as the hijab or the hookah. whereas this darkest of creeds is no longer tolerated in polite society in the west, in the arab world, jew hatred remains culturally endemic. "" muslim clerics in the middle east have frequently referred to jews as descendants of apes and pigs, which are conventional epithets for jews and christians. according to professor robert wistrich, director of the vidal sassoon international center for the study of antisemitism ( sicsa ), the calls for the destruction of israel by iran or by hamas, hezbollah, islamic jihad, or the muslim brotherhood, represent a contemporary mode of genocidal antisemitism. black hebrew israelite antisemitism in 2022, the american jewish committee stated that the black hebrew israelite claim that "" we are the real jews "" is a "" troubling anti - semitic trope with dangerous potential "". black hebrew israelite followers have sought out and attacked jewish people in the united states on more than one occasion. between 2019 and 2022, individuals motivated by black hebrew israelitism committed five religiously motivated murders. black hebrew israelites believe that jewish people are "" imposters "", who have "" stolen "" black americans ' true racial and religious identity. black hebrew israelites promote the khazar theory about ashkenazi jewish origins. in 2019, 4 % of african - americans self - identified as being black hebrew israelites. causes antisemitism has been explained in terms of racism, xenophobia, projected guilt, displaced aggression, and the search for a scapegoat. some explanations assign partial blame to"
doc00239_chunk029,doc00239,"americans self - identified as being black hebrew israelites. causes antisemitism has been explained in terms of racism, xenophobia, projected guilt, displaced aggression, and the search for a scapegoat. some explanations assign partial blame to the perception of jewish people as unsociable. such a perception may have arisen by many jews having strictly kept to their own communities, with their own practices and laws. it has also been suggested that parts of antisemitism arose from a perception of jewish people as greedy ( as often used in stereotypes of jews ), and this perception has probably evolved in europe during medieval times where a large portion of money lending was operated by jews. factors contributing to this situation included that jews were restricted from other professions, while the christian church declared for their followers that money lending constituted immoral "" usury "". prevention through education education plays an important role in addressing and overcoming prejudice and countering social discrimination. however, education is not only about challenging the conditions of intolerance and ignorance in which antisemitism manifests itself ; it is also about building a sense of global citizenship and solidarity, respect for, and enjoyment of diversity and the ability to live peacefully together as active, democratic citizens. education equips learners with the knowledge to identify antisemitism and biased or prejudiced messages and raises awareness about the forms, manifestations, and impact of antisemitism faced by jews and jewish communities. geographical variation a march 2008 report by the u. s. state department found that there was an increase in antisemitism across the world, and that both old and new expressions of antisemitism persist. a 2012 report by the u. s. bureau of democracy, human rights and labor also noted a continued global increase in antisemitism, and found that holocaust denial and opposition to israeli policy at times was used to promote or justify blatant antisemitism. in 2014, the anti - defamation league conducted a study titled global 100 : an index of anti - semitism, which also reported high antisemitism figures around the world and, among other findings, that as many as "" 27 % of people who have never met a jew nevertheless harbor strong prejudices against him "". see also 1968 polish political crisis anti - antisemitism anti - jewish violence in eastern europe, 1944 – 1946 anti - middle eastern sentiment anti - semite and jew antisemitism around the world antisemitism in the anti - globalization movement antisemit"
doc00239_chunk030,doc00239,"political crisis anti - antisemitism anti - jewish violence in eastern europe, 1944 – 1946 anti - middle eastern sentiment anti - semite and jew antisemitism around the world antisemitism in the anti - globalization movement antisemitism in the arab world antisemitism in japan antisemitism in the united states history of antisemitism in the united states criticism of judaism farhud, 1941 baghdad pogrom host desecration jacob barnet affair jewish deicide [ christ killers ] judeo - masonic conspiracy theory martyrdom in judaism universities and antisemitism secondary antisemitism stab - in - the - back myth timeline of antisemitism xenophobia notes references citations sources deutsch, gotthard, anti - semitism jewish encyclopedia vol. 1, pp. 641 – 9. new york, funk & wagnalls, 1901. at internet archive poliakov, leon. the history of anti - semitism, volume 1 : from the time of christ to the court jews, university of pennsylvania press : 2003 poliakov, leon. the history of anti - semitism, volume 2 : from mohammad to the marranos, university of pennsylvania press : 2003 poliakov, leon. the history of anti - semitism, volume 3 : from voltaire to wagner, university of pennsylvania press : 2003 poliakov, leon. the history of anti - semitism, volume 4 : suicidal europe 1870 – 1933, university of pennsylvania press : 2003 poliakov, leon ( 1997 ). "" anti - semitism "". encyclopaedia judaica ( cd - rom edition version 1. 0 ). ed. cecil roth. keter publishing house. tausch, arno ( 2018 ). the return of religious antisemitism? the evidence from world values survey data ( 17 november 2018 ). available at ssrn tausch, arno ( 2015 ). islamism and antisemitism. preliminary evidence on their relationship from cross - national opinion data ( 14 august 2015 ). available at ssrn or islamism and antisemitism. preliminary evidence on their relationship from cross - national opinion data tausch, arno ( 2014 ). the new global antisemitism : implications from the recent adl - 100 data ( 14 january 2015 ). middle east review of international affairs, vol. 18, no. 3 ( fall 2014 ). available at ssrn or the new global antisemitism : implications"
doc00239_chunk031,doc00239,"##ism : implications from the recent adl - 100 data ( 14 january 2015 ). middle east review of international affairs, vol. 18, no. 3 ( fall 2014 ). available at ssrn or the new global antisemitism : implications from the recent adl - 100 data attribution further reading brustein, william i., and ryan d. king. "" anti - semitism in europe before the holocaust. "" international political science review 25. 1 ( 2004 ) : 35 – 53. online carr, steven alan. hollywood and anti - semitism : a cultural history up to world war ii, cambridge university press 2001. cohn, norman. warrant for genocide, eyre & spottiswoode 1967 ; serif, 1996. fischer, klaus p. the history of an obsession : german judeophobia and the holocaust, the continuum publishing company, 1998. freudmann, lillian c. antisemitism in the new testament, university press of america, 1994. gerber, jane s. ( 1986 ). "" anti - semitism and the muslim world "". in history and hate : the dimensions of anti - semitism, ed. david berger. jewish publications society. goldberg, sol ; ury, scott ; weiser, kalman ( eds. ). key concepts in the study of antisemitism ( palgrave macmillan, 2021 ) online review hanebrink, paul. a specter haunting europe : the myth of judeo - bolshevism, harvard university press, 2018.. hilberg, raul. the destruction of the european jews. holmes & meier, 1985. 3 volumes. isser, natalie. antisemitism during the french second empire ( 1991 ) mckain, mark. anti - semitism : at issue, greenhaven press, 2005. marcus, kenneth l. the definition of anti - semitism, 2015, oxford university press michael, robert and philip rosen. dictionary of antisemitism, the scarecrow press, inc., 2007 michael, robert. holy hatred : christianity, antisemitism, and the holocaust nirenberg, david. anti - judaism : the western tradition ( new york : w. w. norton & company, 2013 ) 610 pp. roth, philip. the plot against america, 2004 selzer, michael ( ed. ). "" kike! "" : a documentary history of anti - semitism in america, new york 1972. small, charles asher ed. the yale papers"
doc00239_chunk032,doc00239,"roth, philip. the plot against america, 2004 selzer, michael ( ed. ). "" kike! "" : a documentary history of anti - semitism in america, new york 1972. small, charles asher ed. the yale papers : antisemitism in comparative perspective ( institute for the study of global antisemitism and policy, 2015 ). online, scholarly studies. stav, arieh ( 1999 ). peace : the arabian caricature – a study of anti - semitic imagery. gefen publishing house.. steinweis, alan e. studying the jew : scholarly antisemitism in nazi germany. harvard university press, 2006.. stillman, norman. the jews of arab lands : a history and source book. ( philadelphia : jewish publication society of america. 1979 ). stillman, n. a. ( 2006 ). "" yahud "". encyclopaedia of islam. eds. : p. j. bearman, th. bianquis, c. e. bosworth, e. van donzel and w. p. heinrichs. brill. brill online, united states department of state, 2008. retrieved 25 november 2010. see html version. vital, david. people apart : the jews in europe, 1789 - 1939 ( 1999 ) ; 930pp highly detailed bibliographies, calendars, etc. jewish journal of greater los angeles, "" experts explore effects of ahmadinejad anti - semitism "", 9 march 2007 lazare, bernard, antisemitism : its history and causes anti - defamation league arab antisemitism why the jews? a perspective on causes of anti - semitism coordination forum for countering antisemitism ( with up to date calendar of antisemitism today ) annotated bibliography of anti - semitism hosted by the hebrew university of jerusalem ' s center for the study of antisemitism ( sicsa ) council of europe, ecri country - by - country reports porat, dina. "" what makes an anti - semite? "", haaretz, 27 january 2007. retrieved 24 november 2010. yehoshua, a. b., an attempt to identify the root cause of antisemitism, azure, spring 2008. antisemitism in modern ukraine antisemitism and special relativity external links prejudice and discrimination by type racism orientalism"
doc00240_chunk000,doc00240,"the economy of azerbaijan has completed its post - soviet transition into a major oil - based economy ( with the completion of the baku - tbilisi - ceyhan pipeline ), from one where the state played the major role. the transition to oil production led to remarkable growth figures as projects came online ; reaching 26. 4 % in 2005 ( second highest gdp growth in the world in 2005 only to equatorial guinea ) and 34. 6 % in 2006 ( world highest ) before subsiding to 10. 8 % and 9. 3 % in 2008 and 2009 respectively. the real gdp growth rate for 2011 was expected at 3. 7 % but had dropped to 0. 1 %. large oil reserves are a major contributor to azerbaijan ' s economy. the national currency, the azerbaijani manat, was stable in 2000, depreciating 3. 8 % against the dollar. the budget deficit equaled 1. 3 % of gdp in 2000. progress on economic reform has generally lagged behind macroeconomic stabilization. the government has undertaken regulatory reforms in some areas, including the substantial opening of trade policy, but inefficient public administration in which commercial and regulatory interests are commingled limit the impact of these reforms. the government has largely completed privatization of agricultural lands and small and medium - sized enterprises. in august 2000, the government launched a second - stage privatization program, in which many large state enterprises will be privatized. since 2001, the economic activity in the country is regulated by the ministry of economy of azerbaijan republic. economic history of azerbaijan modern era throughout the soviet period, azerbaijan had always been more developed industrially than armenia and georgia, two neighboring transcaucasia countries but also less diversified, as a result of slow investment in the non - oil sector. in this context, azerbaijan had relevance in the soviet economy. also, in the soviet era, azerbaijan was known for its production of cotton, grain, and fruits. with a history of industrial development of more than 100 years, azerbaijan proved to be a leading nation in the southern caucasus throughout the turmoil of the soviet union collapse in the early 1990s until nowadays. republic era oil remains the most prominent product of azerbaijan ' s economy with cotton, natural gas and agriculture products contributing to its economic growth over the last five years. more than $ 60 billion was invested into azerbaijan ' s oil by major international oil companies in aioc consortium operated by bp. oil production under the first of these psas, with the azerbaijan international operating company, began in november 1997 and now is about 500, 000"
doc00240_chunk001,doc00240,"60 billion was invested into azerbaijan ' s oil by major international oil companies in aioc consortium operated by bp. oil production under the first of these psas, with the azerbaijan international operating company, began in november 1997 and now is about 500, 000 barrels per day. people visit petroleum spas ( or "" oil spas "" ) to bathe in the local crude in naftalan. a leading caviar producer and exporter in the past, azerbaijan ' s fishing industry today is concentrated on the dwindling stocks of sturgeon and beluga in the caspian sea. azerbaijan shares all the problems of the former soviet republics in making the transition from a command to a market economy, but its energy resources brighten its long - term prospects. azerbaijan has begun making progress on economic reform, and old economic ties and structures are slowly being replaced. an obstacle to economic progress, including stepped up foreign investment, is the continuing conflict with armenia over the nagorno - karabakh region. in 1992, azerbaijan became member of the economic cooperation organization. in 2002, the azerbaijani merchant marine had 54 ships. in march 2001, azerbaijan concluded a natural gas agreement with turkey, providing a future export market for azerbaijan. azerbaijan has concluded 21 production - sharing agreements with various oil companies. an export pipeline that transports caspian oil to the mediterranean from baku through tbilisi, georgia to ceyhan, turkey ( the baku - tbilisi - ceyhan pipeline ) became operational in 2006. the pipeline is expected to generate as much as $ 160 billion in revenues for the country over the next 30 years. the recent high price of oil is highly beneficial to azerbaijan ' s economy as the nation is in the midst of an oil boom. eastern caspian producers in kazakhstan also have expressed interest in accessing this pipeline to transport a portion of their production. in 2010, azerbaijan entered into the top eight biggest oil suppliers to eu countries with €9. 46 billion. in 2011, the amount of foreign investments in azerbaijan was $ 20 billion, a 61 % increase from 2010. according to minister of economic development of azerbaijan, shahin mustafayev, in 2011, "" $ 15. 7 billion was invested in the non - oil sector, while the restin the oil sector "". in 2012, because of its economic performance after the soviet breakup, azerbaijan was predicted to become "" tiger of caucasus "". in 2012, globalization and world cities research network study ranked baku as a gamma - level global city. in 2015, turkey and azerbaijan agreed to boost mutual trade to us $ 15 billion"
doc00240_chunk002,doc00240,"soviet breakup, azerbaijan was predicted to become "" tiger of caucasus "". in 2012, globalization and world cities research network study ranked baku as a gamma - level global city. in 2015, turkey and azerbaijan agreed to boost mutual trade to us $ 15 billion by 2023. macro - economic trend the following is a chart of trend of gross domestic product of azerbaijan at market prices with figures in usd. for purchasing power parity comparisons, the us dollar was exchanged at 1, 565. 88 manats only. currently, the new manat is in use, with an exchange rate of about 1 manat = $ 1. 10. mean graduate pay was $ 5. 76 per man - hour in 2010. the following table shows the main economic indicators in 1980 – 2017. source : imf for more than a century the backbone of the azerbaijani economy has been petroleum, which represented 50 percent of azerbaijan ' s gdp in 2005, and is projected to double to almost 125 percent of gdp in 2007. now that western oil companies are able to tap deepwater oilfields untouched by the soviets because of poor technology, azerbaijan is considered one of the most important areas in the world for oil exploration and development. proven oil reserves in the caspian basin, which azerbaijan shares with russia, kazakhstan, iran, and turkmenistan, are comparable in size to the north sea, although exploration is still in the early stages. sectors of the economy agriculture azerbaijan has the largest agricultural basin in the region. about 54. 9 percent of azerbaijan is agricultural lands. at the beginning of 2007 there were of utilized agricultural area. in the same year the total wood resources counted. azerbaijan ' s agricultural scientific research institutes are focused on meadows and pastures, horticulture and subtropical crops, leaf vegetables, viticulture and wine - making, cotton growing and medicinal plants. in some lands it is profitable to grow grain, potatoes, sugar beets, cotton and tobacco. livestock, dairy products, and wine and spirits are also important farm products. the caspian fishing industry is concentrated on the dwindling stocks of sturgeon and beluga. some portions of most products that were previously imported from abroad have begun to be produced locally ( among them are coca - cola by coca - cola bottlers ltd, beer by baki - kastel, parquet by nehir and oil pipes by eupec pipe coating azerbaijan ). a new program which is prepared by the european union is aimed to support the economic diversification of azerbaijan. program is considered for southern region lankaran which has the lowest economic"
doc00240_chunk003,doc00240,"##quet by nehir and oil pipes by eupec pipe coating azerbaijan ). a new program which is prepared by the european union is aimed to support the economic diversification of azerbaijan. program is considered for southern region lankaran which has the lowest economic indicator and the lowest income per capita, as well as, the lowest level of investment, but at the same time, high potential for the production of garden products in high quality. the program will be focused on the development of the region at the local and international levels. azerbaijan produced in 2018 : 2. 0 million tons of wheat ; 916 thousand tons of barley ; 898 thousand tons of potato ; 609 thousand tons of tomato ; 307 thousand tons of watermelon ; 277 thousand tons of sugar beet ; 277 thousand tons of apple ; 247 thousand tons of maize ; 235 thousand tons of onion ; 233 thousand tons of cotton ; 223 thousand tons of cucumber ; 167 thousand tons of grape ; 160 thousand tons of persimmon ( 5th largest world producer ) ; 108 thousand tons of cabbage ; in addition to smaller productions of other agricultural products, like melon ( 94 thousand tons ), pear ( 52 thousand tons ) and apricot ( 28 thousand tons ). manufacturing in 2007, mining and hydrocarbon industries accounted for well over 95 percent of the azerbaijani economy. diversification of the economy into manufacturing industries remains a long - term issue. as of late 2000s, the defense industry of azerbaijan has emerged as an autonomous entity with a growing defense production capability. the ministry is cooperating with the defense sectors of ukraine, belarus and pakistan. along with other contracts, azerbaijani defence industries and turkish companies, azerbaijan will produce 40 mm revolver grenade launchers, 107 mm and 122 mm mlrs systems, cobra 4×4 vehicles and joint modernization of btr vehicles in baku. services in 2023, there were 1, 708 registered companies in the services sector. financial and business services the gdp growth rates observed in azerbaijan during the last years made the country one of the fastest growing economies in the world. but the banking sector of azerbaijan has yet to tap the vast growth potential that should be achievable due to the continuation of the high economic growth. for this reason the banking sector remains small in relation to the size of the azerbaijani economy. since 2002, important stages of restructuring of the banking system have started to be carried out. taking into consideration the entry of big oil revenues in the country, as a logical result of successful oil strategy, and in this base, as the banks were ready"
doc00240_chunk004,doc00240,"since 2002, important stages of restructuring of the banking system have started to be carried out. taking into consideration the entry of big oil revenues in the country, as a logical result of successful oil strategy, and in this base, as the banks were ready to an effective transfer of their financial resources to the strategic goals, development strategy was made for 2002 – 2005. by 1 april 2010, 47 banks, 631 bank branches function in azerbaijan. one of the banks was founded with the participation of state capital, 23 of foreign capital. to the same date, 98 non - bank credit organizations operate in the republic along with banks. growth of real money incomes of population, development of trust in the bank system, improving the legal bases of protection of interests of creditors and depositors, in particular launch of ' deposits insurance fund ' were the criteria characterizing rapid growth of deposits of population. as of 1 april 2010, bank deposits of population were equal to 2, 4 billion azn. 33, 3 % of them were long - term deposits ( higher than a year ). as of 1 april 2010, bank credits to customers is 8. 5 bn azn, which makes 70. 5 % of bank assets. special weight of private sector in structure of credit investments is higher than 82 % ( 7 bn azn ). telecommunications in the 21st century, a new oil and gas boom helped to improve the situation in azerbaijan ' s science and technology sectors, and the government launched a campaign aimed at modernization and innovation. the government estimates that profits from the information technology and communication industry will grow and become comparable with those from oil production. azerbaijan has a large and steadily growing internet sector, mostly uninfluenced by the financial crisis of 2007 – 2008 ; rapid growth is forecast for at least five more years. the country has also been making progress in developing its telecoms sector. the ministry of communications & information technologies ( mcit ), as well as being an operator through its role in aztelekom, is both a policy - maker and regulator. public payphones are available for local calls and require the purchase of a token from the telephone exchange or some shops and kiosks. tokens allow a call of indefinite duration. as of 2009, there were 1, 397, 000 main telephone lines and 1, 485, 000 internet users. there are five gsm providers : azercell, bakcell, azerfon ( nar mobile ), aztrank, catel mobile network operators and one cdma"
doc00240_chunk005,doc00240,"and 1, 485, 000 internet users. there are five gsm providers : azercell, bakcell, azerfon ( nar mobile ), aztrank, catel mobile network operators and one cdma. tourism tourism is an important part of the economy of azerbaijan. the country was a well - known tourist spot in the 1980s. however, the fall of the soviet union, and the first nagorno - karabakh war during the 1988 – 1994 period, damaged the tourist industry and the image of azerbaijan as a tourist destination. it was not until the 2000s that the tourism industry began to recover, and the country has since experienced a high rate of growth in the number of tourist visits and overnight stays. in recent years, azerbaijan has also become a popular destination for religious, spa, and health care tourism. during winter, the shahdag winter complex offers skiing. the government of azerbaijan has set the development of azerbaijan as an elite tourist destination a top priority. it is a national strategy to make tourism a major, if not the single largest, contributor to the azerbaijani economy. these activities are regulated by the state tourism agency and the ministry of culture. the formula one grand prix is held in baku, the capital city and has been held here for years. currency system the azerbaijani manat is the currency of azerbaijani, denominated as the manat, subdivided into 100 qapik. the manat is issued by the central bank of azerbaijan, the monetary authority of azerbaijan. the iso 4217 abbreviation is azn. the latinised symbol is ( ). the manat is held in a floating exchange - rate system managed primarily against the us dollar. the rate of exchange ( azerbaijani manat per us $ 1 ) for 28 january 2016, was azn 1. 60. there is a complex relationship between azerbaijan ' s balance of trade, inflation, measured by the consumer price index and the value of its currency. despite allowing the value of the manat to "" float "", azerbaijan ' s central bank has decisive ability to control its value with relationship to other currencies. infrastructure energy two - thirds of azerbaijan is rich in oil and natural gas. the region of the lesser caucasus accounts for most of the country ' s gold, silver, iron, copper, titanium, chromium, manganese, cobalt, molybdenum, complex ore and antimony. in september 1994, a 30 - year contract was signed between the state oil company of azerbaijan republic ( socar"
doc00240_chunk006,doc00240,", iron, copper, titanium, chromium, manganese, cobalt, molybdenum, complex ore and antimony. in september 1994, a 30 - year contract was signed between the state oil company of azerbaijan republic ( socar ) and 13 oil companies, among them amoco, bp, exxonmobil, lukoil and statoil. as western oil companies are able to tap deepwater oilfields untouched by the soviet exploitation, azerbaijan is considered one of the most important spots in the world for oil exploration and development. meanwhile, the state oil fund of azerbaijan was established as an extra - budgetary fund to ensure the macroeconomic stability, transparency in the management of oil revenue, and the safeguarding of resources for future generations. azeriqaz, a sub - company of socar, intends to ensure full gasification of the country by 2021. transportation the convenient location of azerbaijan on the crossroad of major international traffic arteries, such as the silk road and the south – north corridor, highlights the strategic importance of the transportation sector for the country ' s economy. the transport sector in the country includes roads, railways, aviation, and maritime transport. azerbaijan is also an important economic hub in the transportation of raw materials. the baku - tbilisi - ceyhan pipeline ( btc ) became operational in may 2006 and extends more than 1, 774 kilometers through the territories of azerbaijan, georgia and turkey. the btc is designed to transport up to 50 million tons of crude oil annually and carries oil from the caspian sea oilfields to global markets. the south caucasus pipeline, also stretching through the territory of azerbaijan, georgia and turkey, became operational at the end of 2006 and offers additional gas supplies to the european market from the shah deniz gas field. shah deniz is expected to produce up to 296 billion cubic meters of natural gas per year. azerbaijan also plays a major role in the eu - sponsored silk road project. in 2002, the azerbaijani government established the ministry of transport with a broad range of policy and regulatory functions. in the same year, the country became a member of the vienna convention on road traffic. the highest priority being ; upgrading the transport network and transforming transportation services into one of the key comparative advantages of the country, as this would be highly conducive to the development of other sectors of the economy. in 2012, the construction of kars – tbilisi – baku railway expected to provide transportation between asia and europe through connecting the railways of china and kazakhstan in the east with turkey '"
doc00240_chunk007,doc00240,"highly conducive to the development of other sectors of the economy. in 2012, the construction of kars – tbilisi – baku railway expected to provide transportation between asia and europe through connecting the railways of china and kazakhstan in the east with turkey ' s marmaray to the european railway system in the west. broad gauge railways in 2010 stretched for and electrified railways numbered. by 2010, there were 35 airports and one heliport. regulation single window system shares needed information through a single gateway with all organizations serving in trade field, as well as abolishes useless processes and raises the effectiveness of cooperation among different parties. 73 economies implement single window system in the world. azerbaijan started to implement this system in 2009. it implemented an e - government portal as well. a single - window system was established by a decree of the azerbaijani president issued in 2007, 30 april, in order to simplify export - import procedures, innovate customs services, and improve the trade environment. according to the decree, ministry of justice, ministry of economic development, ministry of taxes, ministry of labor and social protection, state social protection fund, and state statistics committee should present a proposal on the organization of entrepreneurial activities by single registration body based on single window principle. the president appointed the state customs committee as the leading body of controlling goods and transportation passing through the borders of the country in 2008. a "" single authority principle "" requires customs officials to be more responsible in dealing with all types of border control operations for other authorities. the netherlands and sweden were the countries of which practice studied. a "" single system "" works on and then shares standardized information accumulated from traders to all entities taking part in international trade. the practice of us was explored in this phase. an "" automated system "" provides a single electronic statement to responsible agencies submitted by traders to be worked on and confirmed, and after that, these authorities send electronic confirmations and announcements. in this case, practice of mauritius and singapore was studied. the customs committee formed a commission to realize the new system. ministry of agriculture, ministry of healthcare, ministry of internal affairs, ministry of taxes, ministry of transportation, central bank, state road police, state committee for standardization, metrology and patents, state maritime administration were selected as important agencies to implement single window system along with the state customs committee. the government supported customs committee in preparing its staff to deal with the new system by improving recruitment of local customs offices, providing with software and hardware upgrades for the system. azerbaijani government supports financially single window system. in the first"
