audio_file,audio_path,query_text,chunk_id,doc_title,match_score,source_audio
libri360_01291.wav,./data/audio_clean/libri360_01291.wav,BRAZIL OR THE WEST INDIES OR SOME BRITISH COLONY SAID HER LADYSHIP SHOWING HER IGNORANCE OF THE FOREIGN OFFICE SERVICE THAT MIGHT BE VERY WELL YOU COULD STAY AT HOME ONLY WHERE WOULD YOU LIVE HE WOULDN'T KEEP A HOUSE IN TOWN FOR YOU,doc00100_chunk021,American Revolutionary War,0.0526,librispeech_train.360
libri100_02823.wav,./data/audio_clean/libri100_02823.wav,AT THE FIRST BLUSH OF THE MATTER THE ARRANGEMENT TOOK THE FORM OF A GRACIOUS TENDER FROM THEMSELVES TO A STATESMAN CALLED UPON TO ACT IN VERY DIFFICULT CIRCUMSTANCES AND THEY WERE THANKED ACCORDINGLY BY THE DUKE WITH SOMETHING OF REAL CORDIAL GRATITUDE,doc00149_chunk007,ABBA,0.0526,librispeech_train.100
libri360_00964.wav,./data/audio_clean/libri360_00964.wav,DO YOU THINK JUDE THAT A MAN OUGHT TO MARRY A WOMAN HIS OWN AGE OR ONE YOUNGER THAN HIMSELF EIGHTEEN YEARS AS I AM THAN HE IT DEPENDS UPON WHAT THEY FEEL FOR EACH OTHER,doc00262_chunk003,Ardipithecus,0.1111,librispeech_train.360
libri360_00262.wav,./data/audio_clean/libri360_00262.wav,AND THAT IS THAT THE BEST WAY TO SECURE THE BENEFIT OF THE EXPANSIVE POWER OF STEAM IS TO PERMIT IT TO ESCAPE FROM A PIPE HAVING A LONG SERIES OF ORIFICES AND TO IMPINGE UPON A CORRESPONDINGLY NUMEROUS SERIES OF VANES OR PERHAPS,doc00227_chunk010,Aarhus,0.0526,librispeech_train.360
libri360_01115.wav,./data/audio_clean/libri360_01115.wav,WILL SOOMBODY BE PLEASED TO COOVER MY FACE THEY CARRIED HIM VERY GENTLY ALONG THE FIELDS AND DOWN THE LANES AND OVER THE WIDE LANDSCAPE RACHAEL ALWAYS HOLDING THE HAND IN HERS,doc00358_chunk003,Apatosaurus,0.0526,librispeech_train.360
libri100_02073.wav,./data/audio_clean/libri100_02073.wav,I HAVE THAT CURIOSITY BESIDE ME AT THIS MOMENT BUT NOT A TRACE OF WRITING NOW REMAINS BEYOND A SINGLE SCRATCH SUCH AS A MAN MIGHT MAKE WITH HIS THUMB NAIL THAT WAS THE END OF THE NIGHT'S BUSINESS,doc00179_chunk025,The Amazing Spider-Man,0.1111,librispeech_train.100
libri100_00860.wav,./data/audio_clean/libri100_00860.wav,THE TOWN SHABBY AND EGOMANIAC SHE COULD NOT ENDURE SHE COULD NURSE CHAMP PERRY AND WARM TO THE NEIGHBORLINESS OF SAM CLARK BUT SHE COULD NOT SIT APPLAUDING HONEST JIM BLAUSSER,doc00100_chunk021,American Revolutionary War,0.0526,librispeech_train.100
libri100_00036.wav,./data/audio_clean/libri100_00036.wav,THE TIME OF THE YEAR WHEN I WAS ACCUSTOMED TO JOIN MY FATHER AND SISTER HAD NOW ARRIVED AND I DID NOT GO BOTH OF THEM WROTE TO ME FREQUENTLY BEGGING ME TO COME TO THESE LETTERS I REPLIED AS BEST I COULD,doc00140_chunk030,Andy Warhol,0.1111,librispeech_train.100
libri100_01709.wav,./data/audio_clean/libri100_01709.wav,THE CIRCUMSTANCES OF WHICH MUST BE NARRATED IN THE NEXT CHAPTER THE SENATOR LIFTED HIS HAT AND REMARKED THAT IT WAS A VERY FINE AFTERNOON REGINALD LIFTED HIS HAT AND ASSENTED,doc00358_chunk003,Apatosaurus,0.0526,librispeech_train.100
libri100_01957.wav,./data/audio_clean/libri100_01957.wav,WITH ONE THING AND ANOTHER WHAT OF IT RETORTED THE LITTLE ROUND FACED MILLIONAIRE LEANING BACK IN HIS CHAIR AND STARING FIXEDLY AT THE OTHER THAT'S WHAT I EMPLOY YOU FOR NOW NOW GENTLEMEN CRIED PATSY EARNESTLY,doc00452_chunk007,Acupuncture,0.0526,librispeech_train.100
libri100_01982.wav,./data/audio_clean/libri100_01982.wav,WHEN OUR MESSIAH COMES HE WILL BE A GREAT WARRIOR THEY SAID HE WILL UTTERLY DESTROY ALL OUR ENEMIES HE WILL MAKE JERUSALEM THE GREATEST AND RICHEST CITY,doc00438_chunk001,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",0.1111,librispeech_train.100
libri360_00933.wav,./data/audio_clean/libri360_00933.wav,POOR AUNT DRUSILLA IT WAS AS HE HAD SUPPOSED AND MISSUS EDLIN HAD SENT OUT THE MAN TO BREAK THE NEWS TO HIM,doc00183_chunk014,Albert Speer,0.0556,librispeech_train.360
libri100_01839.wav,./data/audio_clean/libri100_01839.wav,LIKE A TERRIFIED CHICKEN WHICH LOOKS UPON A LINE OF WHITE CHALK DRAWN ON A TABLE AS ON A STRING WHICH PARALYZES ITS MOVEMENTS BRING THE COWARDLY BRUTE HERE COMMANDED CHAUVELIN,doc00553_chunk002,Ambergris,0.0526,librispeech_train.100
libri360_00084.wav,./data/audio_clean/libri360_00084.wav,BUT THE DIFFICULTY WAS TO OBTAIN THIS MAJORITY WITHOUT AN INTERVAL OF DELAY WHICH IT WAS MOST IMPORTANT TO AVOID IT RARELY HAPPENS THAT AN INDIVIDUAL CAN AT ONCE COLLECT THE MAJORITY OF THE SUFFRAGES OF A GREAT PEOPLE,doc00100_chunk040,American Revolutionary War,0.0526,librispeech_train.360
libri360_01476.wav,./data/audio_clean/libri360_01476.wav,I HAD A NUMBER OF MEN SURVEY A STRIP REACHING FROM LOWER CANADA TO NORTH CAROLINA THE ONLY INSTRUMENT WE USED WAS THE SPECIAL MAGNETIC NEEDLE WE STARTED IN LOWER CANADA AND TRAVELLED ACROSS THE LINE OF MARCH TWENTY FIVE MILES THEN ADVANCED SOUTH ONE THOUSAND FEET,doc00149_chunk013,ABBA,0.1111,librispeech_train.360
libri100_00143.wav,./data/audio_clean/libri100_00143.wav,OH WELL I NOTICED A LOT OF DODGING BEING DONE COMMENTED FRANK AND ONLY FOR THAT ALL OF US MIGHT HAVE MADE MORE BULL'S EYES CHANCES ARE THAT ANDY WILL HAVE A CIRCLE AROUND HIS LEFT EYE AFTER THAT SMASH HE GOT OBSERVED JERRY A HARD SNOWBALL CAN STING LIKE FUN WHEN IT CATCHES YOU THERE,doc00389_chunk019,AOL,0.1111,librispeech_train.100
libri100_00742.wav,./data/audio_clean/libri100_00742.wav,IS TO GET AN EDUCATION AND HOLD UP HIS HEAD AS A MEMBER OF THE OLDEST AMERICAN ARISTOCRACY MANY OF OUR LEADING MEN HAVE MARRIED INTO EXCELLENT FAMILIES AND ARE PROMINENT IN CULTIVATED WHITE COMMUNITIES,doc00382_chunk013,Amos Bronson Alcott,0.1111,librispeech_train.100
libri100_00813.wav,./data/audio_clean/libri100_00813.wav,THAT HE SEEMED ALWAYS TO BE WATCHING SOME ONE BACK IN THE DARKNESS OF THE BINS HE WAS SEEN SLIPPING THROUGH ALLEYS TALKING TO HIMSELF TRYING TO AVOID OBSERVATION CREEPING AT LAST TO THE CEMETERY ONCE CAROL FOLLOWED HIM,doc00281_chunk000,Aleister Crowley,0.0526,librispeech_train.100
libri360_01809.wav,./data/audio_clean/libri360_01809.wav,THAT THEY PUT THIS QUESTION ON PURPOSE TO DISCOVER MY INCLINATIONS THEREFORE RESOLVING TO PUT IT OFF WITH A JEST I ANSWERED I WILL TAKE HIM FOR MY HUSBAND AND UPON THAT TURNING MYSELF TO THE PRINCE SAID,doc00096_chunk008,Art,0.0526,librispeech_train.360
libri360_00867.wav,./data/audio_clean/libri360_00867.wav,WHOSO PREFERS EITHER MATRIMONY OR OTHER ORDINANCE BEFORE THE GOOD OF MAN AND THE PLAIN EXIGENCE OF CHARITY LET HIM PROFESS PAPIST OR PROTESTANT OR WHAT HE WILL HE IS NO BETTER THAN A PHARISEE J MILTON,doc00446_chunk001,Abner,0.0526,librispeech_train.360
libri360_00147.wav,./data/audio_clean/libri360_00147.wav,WHOM THOU IN WORDS PRETENDEDST TO PRESERVE NOR WAST THOU CONTENT TO BE WICKED THYSELF BUT THOU FILLEDST THY MOTHER'S HEAD WITH THY DEVICES AND RAISED DISTURBANCES AMONG THY BRETHREN AND HADST THE BOLDNESS TO CALL THY FATHER A WILD BEAST,doc00388_chunk015,Amazing Grace,0.0526,librispeech_train.360
libri100_00723.wav,./data/audio_clean/libri100_00723.wav,GIVING A FAIR KNOWLEDGE OF SOME TRADE TOGETHER WITH THE ESSENTIALS OF AN ENGLISH EDUCATION BUT NO LATIN OR OTHER FOREIGN LANGUAGE CONSEQUENTLY ITS GRADUATES MUST ATTEND A HIGHER PREPARATORY SCHOOL FOR SEVERAL YEARS BEFORE THEY CAN ENTER COLLEGE,doc00002_chunk000,A,0.1111,librispeech_train.100
libri100_00708.wav,./data/audio_clean/libri100_00708.wav,MISCENTES PRO CALIDIS FRIGIDA PRO FRIGIDIS HUMIDA PRO PURGANTIBUS ASTRINGENTIA BINDERS FOR PURGATIVES OMNIA PERTURBABANT IF THE PARTY MISCARRIED CURTIUM DAMNABANT CURTIUS KILLED HIM THAT DISAGREED FROM THEM,doc00260_chunk022,Augustin-Jean Fresnel,0.0,librispeech_train.100
libri360_00166.wav,./data/audio_clean/libri360_00166.wav,FOUND THAT HE HAD NOTHING TO SAY BESIDES HIS APPEAL TO GOD AND SAW THAT THERE WAS NO END OF THAT HE BID THEM BRING THE POTION BEFORE THE COURT THAT HE MIGHT SEE WHAT VIRTUE STILL REMAINED IN IT,doc00520_chunk020,Alfred the Great,0.1111,librispeech_train.360
libri360_01422.wav,./data/audio_clean/libri360_01422.wav,WAY BACK IN THE DAYS WHEN THE WORLD WAS YOUNG ALMOST EVERYTHING TO DAY IS THE RESULT OF THINGS THAT HAPPENED IN THOSE LONG AGO DAYS THE GREAT GREAT EVER SO GREAT GRANDFATHER OF SPOTTY THE TURTLE LIVED THEN AND UNLIKE SPOTTY WHOM YOU KNOW,doc00438_chunk001,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",0.1111,librispeech_train.360
libri100_02673.wav,./data/audio_clean/libri100_02673.wav,BUT THERE WOULDN'T BE TILL THEN ALTOGETHER IT LOOKED AS IF THERE WAS A HEAP OF TROUBLE COMING TO BUD IF HE HAD MADE ANY MISTAKE AND WAS STILL ALIVE THE WIDOW FOUND HER LOST LAMB HIDING BEHIND A RAIN BARREL WHEN SHE OPENED UP THE HOUSE NEXT MORNING,doc00027_chunk031,Apollo,0.1111,librispeech_train.100
libri100_02774.wav,./data/audio_clean/libri100_02774.wav,HE DECLARED THAT HE HAD A SYSTEM IN ADDITION HE WAS A GREAT SWINDLER,doc00438_chunk001,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",0.0714,librispeech_train.100
libri100_00283.wav,./data/audio_clean/libri100_00283.wav,WHILE HE SCARCE KNEW IF HE WERE THE MORE IMPRESSED WITH HER LAUNCHING IT UNDER MISSUS STRINGHAM'S NOSE OR WITH HER HOPE THAT HE WOULD ALLOW TO LONDON THE HONOUR OF DISCOVERY THE LESS EXPANSIVE OF THE WHITE WAISTCOATS PROPOUNDED THE THEORY THAT THEY SAW IN LONDON,doc00529_chunk008,Age of consent,0.0526,librispeech_train.100
libri100_01771.wav,./data/audio_clean/libri100_01771.wav,HE SAID THAT MISTER MARLOWE COULD DO IT QUITE EASILY IF HE HAD NO ACCIDENT HE SAID THAT HE HAD STARTED IN THE CAR AND THEN WALKED BACK HOME A MILE OR SO AND FELT ALL THE BETTER FOR IT DID HE SAY ANY MORE,doc00068_chunk005,Aardvark,0.0526,librispeech_train.100
libri100_00065.wav,./data/audio_clean/libri100_00065.wav,WE LEFT THE HOUSE AND STARTED ON OUR RETURN TO PARIS TALKING OVER THE NEW PLAN,doc00343_chunk008,Abbey,0.0588,librispeech_train.100
libri100_01314.wav,./data/audio_clean/libri100_01314.wav,THE JUNIORS WILL GET THE REPUTATION AMONG THE TEACHERS THIS YEAR THAT THE JUNIOR CLASS HAD LAST AND IT SEEMS SUCH A PITY I OVERHEARD MISS CHESTER TELL MISS KANE THE OTHER DAY,doc00243_chunk007,Azerbaijani Armed Forces,0.0526,librispeech_train.100
libri360_01170.wav,./data/audio_clean/libri360_01170.wav,SHE WAS ACCORDINGLY NOT SURPRISED TO LEARN FROM MISSUS HOCKIN THAT THE OLD WOMAN'S LAST WORDS HAD BEEN AS REPORTED BUT ALTHOUGH DISOWNED AND DISINHERITED ROSE HER HUSBAND AND CHILDREN DRESSED IN BLACK AND WERE CHIEF MOURNERS AT THE FUNERAL,doc00388_chunk015,Amazing Grace,0.0526,librispeech_train.360
libri100_00305.wav,./data/audio_clean/libri100_00305.wav,NOW SO FULLY PLACED BEFORE THEM THAT MILLY'S ANXIOUS COMPANION SAT AND LOOKED LOOKED VERY MUCH AS SOME SPECTATOR IN AN OLD TIME CIRCUS MIGHT HAVE WATCHED THE ODDITY OF A CHRISTIAN MAIDEN IN THE ARENA MILDLY CARESSINGLY MARTYRED,doc00503_chunk006,Alexios I Komnenos,0.1111,librispeech_train.100
libri360_01906.wav,./data/audio_clean/libri360_01906.wav,AND TO KING MARK ON THE EVENING OF THEIR MARRIAGE,doc00144_chunk004,Ancient Egypt,0.1538,librispeech_train.360
libri360_01340.wav,./data/audio_clean/libri360_01340.wav,IT SEEMED TO HIM THAT THERE WAS JUST THE LEAST LITTLE HINT OF A SMILE IN THE CORNERS OF GRANDFATHER FROG'S BIG MOUTH YOU SIT HERE A MINUTE HE WHISPERED IN JOHNNY CHUCK'S EAR,doc00452_chunk007,Acupuncture,0.1111,librispeech_train.360
libri100_01102.wav,./data/audio_clean/libri100_01102.wav,SO STARTLED THAT HE COULD NOT THINK CLEARLY FOR A SECOND THEN HE NOTED THAT THE OUTLINE OF THE OTHER'S BODY WAS VISIBLE GROWING BRIGHTER BY THE MOMENT MINUTE PARTICLES OF PALE GREENISH RADIANCE WERE GATHERING ABOUT THE OTHER THE DARK SHADOW OF AN ARM FLAPPED THE RADIANCE SWIRLED,doc00068_chunk005,Aardvark,0.0526,librispeech_train.100
libri360_00224.wav,./data/audio_clean/libri360_00224.wav,AND TO CERTAIN OTHERS FIVE MILLIONS WHEN HE HAD DONE THESE THINGS HE DIED THE FIFTH DAY AFTER HE HAD CAUSED ANTIPATER TO BE SLAIN HAVING REIGNED SINCE HE HAD PROCURED ANTIGONUS TO BE SLAIN THIRTY FOUR YEARS,doc00494_chunk002,Alexander II of Scotland,0.1111,librispeech_train.360
libri100_00007.wav,./data/audio_clean/libri100_00007.wav,MY EXPENSES WERE VERY MODERATE ONLY I USED UP MY YEAR'S INCOME IN EIGHT MONTHS AND SPENT THE FOUR SUMMER MONTHS WITH MY FATHER WHICH PRACTICALLY GAVE ME TWELVE THOUSAND FRANCS A YEAR AND IN ADDITION THE REPUTATION OF A GOOD SON,doc00158_chunk004,Arsenic,0.1111,librispeech_train.100
libri100_00104.wav,./data/audio_clean/libri100_00104.wav,I PASSED WHOLE DAYS AT THE FEET OF MY MISTRESS WE OPENED THE WINDOWS UPON THE GARDEN AND AS WE WATCHED THE SUMMER RIPENING IN ITS FLOWERS,doc00413_chunk014,August 16,0.0526,librispeech_train.100
libri100_00729.wav,./data/audio_clean/libri100_00729.wav,WHEN THE EDUCATED INDIAN STOOD IN A VERY UNCOMFORTABLE POSITION BETWEEN HIS PEOPLE AND THE GOVERNMENT OFFICIALS AND SHADY POLITICIANS EVERY COMPLAINT WAS BROUGHT TO HIM AS A MATTER OF COURSE AND HE WAS EXPECTED TO EXPOSE AND REDRESS EVERY WRONG,doc00120_chunk021,Arabic,0.1111,librispeech_train.100
libri100_00533.wav,./data/audio_clean/libri100_00533.wav,I INTEND INCREASING THAT TO FIVE POUNDS BECAUSE YOU SUIT ME MOST ADMIRABLY THANK YOU SAID THE GIRL QUIETLY BUT I AM ALREADY BEING PAID QUITE SUFFICIENT SHE LEFT HIM A LITTLE ASTONISHED AND NOT A LITTLE RUFFLED,doc00100_chunk040,American Revolutionary War,0.0526,librispeech_train.100
libri100_02192.wav,./data/audio_clean/libri100_02192.wav,STUDENTS MISS THE SOUL OF BACH BECAUSE OF THE SOULLESS MECHANICAL WAY IN WHICH THEY DEFACE HIS LEGACY TO THEM HIS TWELVE LITTLE PRELUDES ALONE CONTAIN THE MATERIALS FOR AN ENTIRE SYSTEM OF MUSIC THE INVENTIONS,doc00284_chunk020,Athena,0.0526,librispeech_train.100
libri100_02928.wav,./data/audio_clean/libri100_02928.wav,POTHIER SEEMS TO THINK THAT PROPERTY LIKE ROYALTY EXISTS BY DIVINE RIGHT HE TRACES BACK ITS ORIGIN TO GOD HIMSELF,doc00520_chunk024,Alfred the Great,0.0526,librispeech_train.100
libri100_02257.wav,./data/audio_clean/libri100_02257.wav,REQUIRES HIGHLY MATURED ARTISTIC TASTE AND ABSOLUTE MUSICAL CONTROL TOO SENSITIVE TO ENJOY PLAYING BEFORE MISCELLANEOUS AUDIENCES WHOSE UNSYMPATHETIC CURIOSITY HE DECLARED PARALYZED HIM,doc00098_chunk008,Abortion,0.0526,librispeech_train.100
libri100_01151.wav,./data/audio_clean/libri100_01151.wav,AND WHY ASKED NICHOLL BECAUSE IF YOU GAIN THE FIRST THE COLUMBIAD WILL HAVE BURST AND THE PROJECTILE WITH IT AND BARBICANE WILL NO LONGER BE THERE TO REIMBURSE YOUR DOLLARS MY STAKE IS DEPOSITED AT THE BANK IN BALTIMORE,doc00274_chunk012,Anaximander,0.1111,librispeech_train.100
libri360_00542.wav,./data/audio_clean/libri360_00542.wav,BUT IN FACT THE PARADISE REGAINED IS LITTLE IF AT ALL INFERIOR TO THE PARADISE LOST AND IS ONLY SUPPOSED SO TO BE BECAUSE MEN DO NOT LIKE EPICS WHATEVER THEY MAY SAY TO THE CONTRARY AND READING THOSE OF MILTON IN THEIR NATURAL ORDER,doc00452_chunk007,Acupuncture,0.0526,librispeech_train.360
libri360_00276.wav,./data/audio_clean/libri360_00276.wav,AND HAS DRIVEN ITS FORMER ALLY ALMOST OUT OF THE FIELD IN LARGE DEPARTMENTS OF THE SHIPPING INDUSTRY YET A CURIOUS AND INTERESTING COUNTER MOVEMENT IS NOW TAKING PLACE ON THE PACIFIC COAST OF AMERICA,doc00321_chunk000,Anisotropy,0.0526,librispeech_train.360
libri100_01855.wav,./data/audio_clean/libri100_01855.wav,THE SCENE OF THE GREATEST DISCOMFITURE EVER EXPERIENCED BY A LEADING MEMBER OF THE COMMITTEE OF PUBLIC SAFETY AGAINST A ROCK ON A HARD BED OF STONE LAY THE UNCONSCIOUS FIGURE OF MARGUERITE BLAKENEY,doc00433_chunk001,August 21,0.0526,librispeech_train.100
libri360_00082.wav,./data/audio_clean/libri360_00082.wav,AND THE RULES WHICH THEY LAID DOWN UPON THIS POINT ADMIRABLY CORRESPOND TO THE SECURITIES WHICH THE PHYSICAL AND POLITICAL CONSTITUTION OF THE COUNTRY ALREADY AFFORDED,doc00336_chunk002,Abdominal surgery,0.0526,librispeech_train.360
libri100_02608.wav,./data/audio_clean/libri100_02608.wav,SO ANY ONE OF UMPTEEN THOUSANDS OF ORGANIZATIONS IN THE HUB MIGHT BE THE ONE THAT HAS THAT PLASMOID NOW INCLUDING SAID HOLATI ANY ONE OF THE TWO HUNDRED AND FOURTEEN RESTRICTED WORLDS,doc00037_chunk003,Agriculture,0.0526,librispeech_train.100
libri100_02250.wav,./data/audio_clean/libri100_02250.wav,WHOEVER PLAYS CHOPIN WITH SLEDGE HAMMER FINGERS WILL DEADEN ALL SENSE OF HIS POETRY CHARM AND GRACE WHOEVER APPROACHES HIM WITH WEAK SENTIMENTALISM WILL MISS ALTOGETHER HIS DIGNITY AND STRENGTH,doc00214_chunk023,Allen Ginsberg,0.0526,librispeech_train.100
libri360_00003.wav,./data/audio_clean/libri360_00003.wav,HE ALSO CONTRIBUTES TO THE NOMINATION OF THE LEGISLATURE WHICH EXERCISES THE OTHER PORTION HE HAS THE PRIVILEGE OF APPOINTING THE MEMBERS OF ONE CHAMBER AND OF DISSOLVING THE OTHER AT HIS PLEASURE,doc00243_chunk007,Azerbaijani Armed Forces,0.0526,librispeech_train.360
libri100_02802.wav,./data/audio_clean/libri100_02802.wav,IT WILL BE UNDERSTOOD THAT THE WORD INN KEEPER IS HERE EMPLOYED IN A RESTRICTED SENSE AND DOES NOT EXTEND TO AN ENTIRE CLASS IN THIS SAME YEAR EIGHTEEN TWENTY THREE,doc00243_chunk007,Azerbaijani Armed Forces,0.0526,librispeech_train.100
libri100_00008.wav,./data/audio_clean/libri100_00008.wav,FOR THE REST NOT A PENNY OF DEBT THIS THEN WAS MY POSITION WHEN I MADE THE ACQUAINTANCE OF MARGUERITE YOU CAN WELL UNDERSTAND THAT IN SPITE OF MYSELF MY EXPENSES SOON INCREASED,doc00068_chunk005,Aardvark,0.1111,librispeech_train.100
libri360_00378.wav,./data/audio_clean/libri360_00378.wav,LITTLE CLOVER CAME GALLANTLY TO THE FORE WHEN THE FIRST SHOCK OF SURPRISE WAS OVER AND SHE HAD RELIEVED HER MIND WITH ONE LONG PRIVATE CRY OVER HAVING TO DO WITHOUT KATY FOR A YEAR THEN SHE WIPED HER EYES AND BEGAN TO REVEL UNSELFISHLY IN THE IDEA OF HER SISTER'S HAVING SO GREAT A TREAT,doc00121_chunk007,Alfred Hitchcock,0.1111,librispeech_train.360
libri100_01922.wav,./data/audio_clean/libri100_01922.wav,AND ADMIRED OR LIKED RATHER THAN LOVED THEIR COUSIN UNCLE JOHN THOUGHT HE KNEW HER TOO AND WAS VERY PROUD OF HIS ELDEST NIECE IN SPITE OF SOME DISCOVERED QUALITIES THAT WERE NOT WHOLLY ADMIRABLE,doc00400_chunk005,Animism,0.1111,librispeech_train.100
libri360_00823.wav,./data/audio_clean/libri360_00823.wav,MANY WERE IN ECSTASIES MANY WERE DISGUSTED AND UNHAPPY THE FORMER MARSHAL OF THE PROVINCE WAS IN A STATE OF DESPAIR WHICH HE COULD NOT CONCEAL WHEN NEVYEDOVSKY WENT OUT OF THE ROOM THE CROWD THRONGED ROUND HIM,doc00036_chunk011,Alaska,0.1111,librispeech_train.360
libri100_02705.wav,./data/audio_clean/libri100_02705.wav,AT LAST HE HAD GOT INTO SOMETHING THAT HE TOOK AN INTEREST IN SPENDING MONEY AND HE JUST FAIRLY WALLOWED IN IT USED TO LAY AWAKE NIGHTS THINKING UP NEW WAYS OF GETTING RID OF THE OLD MAN'S PROFITS,doc00281_chunk000,Aleister Crowley,0.0526,librispeech_train.100
libri360_01638.wav,./data/audio_clean/libri360_01638.wav,MOST ANYTHING YOU CAN NAME YOU CAN FIND IT LONG THIS OLE WABASH IF YOU ONLY KNOW WHERE TO HUNT FOR IT THEY'S MIGHTY FEW WHITE MEN TAKES THE TROUBLE TO LOOK BUT THE INDIANS USED TO KNOW,doc00092_chunk003,Allah,0.1111,librispeech_train.360
libri100_02820.wav,./data/audio_clean/libri100_02820.wav,AND A BEGINNING OF EASE SIR GREGORY WAS NOT A YOUNG MAN AND THIS WAS A TERRIBLE BLOW BUT HE BORE IT MANFULLY SAYING NOT A WORD WHEN THE DUKE SPOKE TO HIM BUT HE BECAME CONVINCED FROM THAT MOMENT THAT NO MORE INEFFICIENT LAWYER EVER SAT UPON THE ENGLISH BENCH,doc00285_chunk008,Amber Diceless Roleplaying Game,0.0526,librispeech_train.100
libri360_01634.wav,./data/audio_clean/libri360_01634.wav,AN AS FOR TRIMMIN WHY SAY MISTER REDBIRD I'LL JEST LEAVE IT TO YOU IF SHE AIN'T ALL TRIMMED UP LIKE A WOMAN'S SPRING BUNNIT LOOK AT THE GRASS A CREEPIN,doc00121_chunk005,Alfred Hitchcock,0.0526,librispeech_train.360
libri100_00675.wav,./data/audio_clean/libri100_00675.wav,DAR AIN GWINE BE NO TROUBLE BOUT DAT KASE I KIN DO TALKIN NUFF FER TWO,doc00260_chunk022,Augustin-Jean Fresnel,0.0,librispeech_train.100
libri360_00163.wav,./data/audio_clean/libri360_00163.wav,THIS BEING THE USUAL METHOD OF ALL MEN DESTITUTE OF VIRTUE THAT WHEN THEY SET ABOUT ANY WICKED UNDERTAKINGS THEY FALL TO WORK ACCORDING TO THEIR OWN INCLINATIONS AS IF THEY BELIEVED THAT GOD WAS UNCONCERNED IN HUMAN AFFAIRS,doc00408_chunk006,"Abydos, Egypt",0.1111,librispeech_train.360
libri360_01313.wav,./data/audio_clean/libri360_01313.wav,THEN SHE TURNED TO MISTER MAINWARING ON THE OTHER SIDE UPON THIS THE SENATOR ADDRESSED HIMSELF FOR A WHILE TO THE TABLE AT LARGE AND HAD SOON FORGOTTEN ALTOGETHER THE EXPRESSION OF THE LADY'S WISHES,doc00027_chunk031,Apollo,0.1111,librispeech_train.360
libri100_00956.wav,./data/audio_clean/libri100_00956.wav,IN THE OLDER FICTION AND DRAMA APPARITIONS SPOKE SELDOM,doc00529_chunk008,Age of consent,0.0667,librispeech_train.100
libri360_00205.wav,./data/audio_clean/libri360_00205.wav,HIS PRIVY MEMBER WAS PUTREFIED AND PRODUCED WORMS AND WHEN HE SAT UPRIGHT HE HAD A DIFFICULTY OF BREATHING WHICH WAS VERY LOATHSOME ON ACCOUNT OF THE STENCH OF HIS BREATH AND THE QUICKNESS OF ITS RETURNS,doc00358_chunk003,Apatosaurus,0.0526,librispeech_train.360
libri100_02391.wav,./data/audio_clean/libri100_02391.wav,MASTER THEN SAID NEBRASKA MY IDEA IS THAT WE MAY SEARCH AS LONG AS WE LIKE FOR THIS GENTLEMAN WHOM YOU ARE TALKING ABOUT BUT THAT WE SHALL NOT DISCOVER HIM TILL HE PLEASES THAT'S NOT BAD WHAT YOU SAY NEBRASKA OBSERVED PENCROFT,doc00068_chunk005,Aardvark,0.0526,librispeech_train.100
libri100_00896.wav,./data/audio_clean/libri100_00896.wav,WITH ORANGE CURTAINS AND POTS OF MIGNONETTE MARBLE HOUSES ON NEW HAMPSHIRE AVENUE WITH BUTLERS AND LIMOUSINES AND MEN WHO LOOKED LIKE FICTIONAL EXPLORERS AND AVIATORS HER DAYS WERE SWIFT AND SHE KNEW THAT IN HER FOLLY OF RUNNING AWAY,doc00128_chunk010,A Clockwork Orange (novel),0.0526,librispeech_train.100
libri100_01525.wav,./data/audio_clean/libri100_01525.wav,SPOOKY ISN'T PARTICULAR SO LONG AS THE HOUSE IS BIG ENOUGH TO BE COMFORTABLE HE LIVES IN IT MORE OR LESS THE YEAR AROUND NOW I MUST GET BACK TO THOSE EGGS OF MINE I'VE TALKED QUITE ENOUGH FOR ONE MORNING OH JENNY CRIED PETER AS A SUDDEN THOUGHT STRUCK HIM,doc00343_chunk008,Abbey,0.1111,librispeech_train.100
libri360_00009.wav,./data/audio_clean/libri360_00009.wav,AND DURABILITY IS ONE OF THE CHIEF ELEMENTS OF STRENGTH NOTHING IS EITHER LOVED OR FEARED BUT WHAT IS LIKELY TO ENDURE THE PRESIDENT OF THE UNITED STATES IS A MAGISTRATE ELECTED FOR FOUR YEARS THE KING IN FRANCE,doc00474_chunk001,Ajax the Great,0.0526,librispeech_train.360
libri360_00257.wav,./data/audio_clean/libri360_00257.wav,A PROPELLER WHICH WAS ENTIRELY SUNK IN THE WATER AND THEREFORE EXERCISED ITS FORCE NOT IN SHOCKS BUT IN GENTLE CONSTANT PRESSURE UPON THE FLUID AROUND IT SUCH AS THE WINDMILL IS FOR WIND AND THE TURBINE WATER WHEEL FOR WATER WAS THE SCREW PROPELLER,doc00212_chunk007,Alcohol (chemistry),0.0526,librispeech_train.360
