audio_id,filename,filepath,text,source,duration,snr_db
libri360_01523,libri360_01523.wav,./data/audio_clean/libri360_01523.wav,AND IT IS NOW TO BE NOTED THAT THE PRODUCT HE HAD STRIVEN SO SEDULOUSLY TO OBTAIN WAS A HIGHLY COMMERCIAL ONE FOR NOT ONLY DID THE BRIQUETTES OF CONCENTRATED ORE FULFIL THE PURPOSE OF THEIR CREATION BUT IN USE ACTUALLY TENDED TO INCREASE THE WORKING CAPACITY OF THE FURNACE,librispeech_train.360,14.02,40.34
libri360_00536,libri360_00536.wav,./data/audio_clean/libri360_00536.wav,BESIDES ONE MIGHT SUPPOSE THAT BOOKS LIKE THEIR AUTHORS IMPROVE BY TRAVEL THEIR HAVING CROSSED THE SEA IS WITH US SO GREAT A DISTINCTION OUR ANTIQUARIES ABANDON TIME FOR DISTANCE OUR VERY FOPS GLANCE FROM THE BINDING TO THE BOTTOM OF THE TITLE PAGE,librispeech_train.360,15.225,59.41
libri100_01787,libri100_01787.wav,./data/audio_clean/libri100_01787.wav,SHE SAID IN A VOICE NOW WEAK AND ODDLY BROKEN IF YOU WOULD GIVE ME YOUR ARM A PART OF THE WAY TO THE HOUSE I COULD NOT SEE MY UNCLE NEAR THE DOOR AND I SUDDENLY FELT RATHER FAINT I SHALL BE BETTER IN THE AIR,librispeech_train.100,16.2,35.04
libri360_01980,libri360_01980.wav,./data/audio_clean/libri360_01980.wav,SHE COULD HEAR HIM STRIKE THE CHEVAL GLASS WITH A DULL THUD I CAN SHOOT AS WELL AS YOU SAID MISSUS CHATTERTON HANDLING THE PISTOL DEFTLY MAKE A NOISE AND I WILL,librispeech_train.360,10.725,33.81
libri100_01878,libri100_01878.wav,./data/audio_clean/libri100_01878.wav,ALL LIBERTY OF THOUGHT RAN A MANIFEST RISK OF BEING EXTINGUISHED AND VIOLENT PERSECUTIONS OR WHAT WAS WORSE A STUPID AND ABJECT CREDULITY TOOK PLACE EVERY WHERE TO INCREASE THESE EVILS THE CHURCH,librispeech_train.100,13.355,35.42
libri100_02509,libri100_02509.wav,./data/audio_clean/libri100_02509.wav,THEY GO WRONG AT THE OUTSET FOR THEY LAY ALL THE EMPHASIS ON PEACE AND NONE AT ALL ON RIGHTEOUSNESS THEY ARE NOT ALL OF THEM PHYSICALLY TIMID MEN BUT THEY ARE USUALLY MEN,librispeech_train.100,12.36,28.15
libri100_01138,libri100_01138.wav,./data/audio_clean/libri100_01138.wav,WE HAVE NOW TO DECIDE HOW WE CAN BEST PLACE OURSELVES TO RESIST THE SHOCK POSITION CANNOT BE AN INDIFFERENT MATTER AND WE MUST AS MUCH AS POSSIBLE PREVENT THE RUSH OF BLOOD TO THE HEAD,librispeech_train.100,14.31,41.93
libri100_01812,libri100_01812.wav,./data/audio_clean/libri100_01812.wav,TO WAIT FOR THE TALL ENGLISHMAN WHO WAS THE IMPORTANT CAPTURE THEY HAD NO DOUBT REACHED ONE OF THE CREEKS WHICH JUT FAR OUT TO SEA ON THIS COAST AT INTERVALS BEHIND THIS THE BOAT OF THE DAY DREAM MUST HAVE BEEN ON THE LOOKOUT FOR THEM,librispeech_train.100,12.445,37.32
libri100_02392,libri100_02392.wav,./data/audio_clean/libri100_02392.wav,I AM OF NEB'S OPINION SAID GIDEON SPILETT BUT THAT IS NO REASON FOR NOT ATTEMPTING THE ADVENTURE WHETHER WE FIND THIS MYSTERIOUS BEING OR NOT WE SHALL AT LEAST HAVE FULFILLED OUR DUTY TOWARDS HIM,librispeech_train.100,12.025,40.79
libri100_01665,libri100_01665.wav,./data/audio_clean/libri100_01665.wav,MISSUS BARRY WILL THINK BETTER OF IT WHEN SHE FINDS YOU'RE NOT TO BLAME I SUPPOSE SHE THINKS YOU'VE DONE IT FOR A SILLY JOKE OR SOMETHING OF THAT SORT YOU'D BEST GO UP THIS EVENING AND TELL HER HOW IT WAS,librispeech_train.100,11.3,39.48
libri100_00356,libri100_00356.wav,./data/audio_clean/libri100_00356.wav,AND SOMETHING THAT STRIKES MY ATTENTION HERE IS THAT THESE FROGS ARE DESCRIBED AS ALMOST WHITE I'M AFRAID THERE IS NO ESCAPE FOR US WE SHALL HAVE TO GIVE TO CIVILIZATION UPON THIS EARTH SOME NEW WORLDS PLACES WITH WHITE FROGS IN THEM,librispeech_train.100,15.205,64.93
libri360_00577,libri360_00577.wav,./data/audio_clean/libri360_00577.wav,WHICH PUT A DEFINITE END TO INFIDELITY AMONG THE RATTLEBURGHERS AND CONVERTED TO THE ORTHODOXY OF THE GRANDAMES,librispeech_train.360,6.215,41.73
libri100_02142,libri100_02142.wav,./data/audio_clean/libri100_02142.wav,THIS WAS A RUN OF EIGHT OR NINE MILES SILVER THOUGH HE WAS ALMOST KILLED ALREADY WITH FATIGUE WAS SET TO AN OAR LIKE THE REST OF US AND WE WERE SOON SKIMMING SWIFTLY OVER A SMOOTH SEA,librispeech_train.100,13.13,27.88
libri360_01272,libri360_01272.wav,./data/audio_clean/libri360_01272.wav,THEN THE THING WAS UNDERSTOOD AND CAPTAIN GLOMAX WAS ALLOWED TO CARRY OFF THE HOUNDS AND HIS ILL HUMOUR WITHOUT ANOTHER WORD BUT JUST AT THAT MOMENT WHILE THE HOUNDS AND THE MASTER AND LORD RUFFORD AND HIS FRIENDS WERE TURNING BACK IN THEIR OWN DIRECTION,librispeech_train.360,14.44,30.8
libri360_01834,libri360_01834.wav,./data/audio_clean/libri360_01834.wav,ASKED DOROTHY JUMPING OUT OF BED I'M NOT SURE ANSWERED OZMA BUT IT FEELS AS IF THE ISLAND IS SINKING AS SOON AS POSSIBLE THEY FINISHED DRESSING WHILE THE CREAKING AND SWAYING CONTINUED THEN THEY RUSHED INTO THE LIVING ROOM OF THE HOUSE,librispeech_train.360,15.485,50.62
libri100_02929,libri100_02929.wav,./data/audio_clean/libri100_02929.wav,PRINCIPIUM HE BEGINS IN THIS WAY GOD IS THE ABSOLUTE RULER OF THE UNIVERSE AND ALL THAT IT CONTAINS DOMINI,librispeech_train.100,9.43,40.7
libri100_00728,libri100_00728.wav,./data/audio_clean/libri100_00728.wav,HE COULD NOT BETTER HIMSELF BECAUSE THE PEOPLE REQUIRED HIM TO GIVE UNLIMITED FREE SERVICE ACCORDING TO THE OLD REGIME I HAVE EVEN KNOWN ONE TO BE KILLED BY THE CONTINUAL DEMANDS UPON HIM THERE WAS A TIME NOT SO LONG AGO EITHER,librispeech_train.100,15.895,62.29
libri360_01044,libri360_01044.wav,./data/audio_clean/libri360_01044.wav,TWO VOLCANOS AND PERHAPS MORE,librispeech_train.360,2.35,33.27
libri100_02399,libri100_02399.wav,./data/audio_clean/libri100_02399.wav,WE WILL SEARCH INTO ITS MOST SECRET RECESSES AND WILL HOPE THAT OUR UNKNOWN FRIEND WILL PARDON US IN CONSIDERATION OF OUR INTENTIONS FOR SEVERAL DAYS THE COLONISTS WERE ACTIVELY EMPLOYED IN HAYMAKING AND THE HARVEST,librispeech_train.100,12.595,41.28
libri100_02826,libri100_02826.wav,./data/audio_clean/libri100_02826.wav,ONE ON THE HEELS OF THE OTHER EACH ASSURING ME NOT ONLY THAT THE WHOLE STABILITY OF THE ENTERPRISE DEPENDS ON MY GIVING A CERTAIN OFFICE TO HIM BUT ACTUALLY TELLING ME TO MY FACE THAT I HAD PROMISED IT TO HIM THE OLD STATESMAN LAUGHED,librispeech_train.100,13.735,64.16
libri360_01711,libri360_01711.wav,./data/audio_clean/libri360_01711.wav,OF COURSE NOT THEN IN RESPECT OF WHAT HE CAN ACCOMPLISH A MAN IS TO BE RECKONED STRONG IN RESPECT OF WHAT HE CANNOT ACCOMPLISH WEAK GRANTED SAID I THEN DOST THOU REMEMBER THAT BY OUR FORMER REASONINGS,librispeech_train.360,15.425,26.9
libri100_02981,libri100_02981.wav,./data/audio_clean/libri100_02981.wav,TO SUBORDINATE MEN TO THE WHOLESOME YOKE OF THE LAW AND WITHOUT PERMANENT PROPERTY THE EARTH WOULD HAVE REMAINED A VAST FOREST LET US ADMIT THEN,librispeech_train.100,10.385,38.25
libri100_00082,libri100_00082.wav,./data/audio_clean/libri100_00082.wav,MARGUERITE ROSE FROM TABLE AND JOINED THE DUKE IN THE NEXT ROOM WHERE SHE TRIED AS FAR AS POSSIBLE TO INDUCE HIM TO FORGET THE INCIDENT BUT THE OLD MAN WOUNDED IN HIS DIGNITY BORE HER A GRUDGE FOR IT,librispeech_train.100,13.85,45.71
libri360_00472,libri360_00472.wav,./data/audio_clean/libri360_00472.wav,WE'LL TAKE THE LADDERS SINCE YOU THINK IT SO IMPORTANT YOU TAKE THAT ONE LESTER AND I'LL TAKE THIS I STOOPED TO RAISE THE LADDER TO MY SHOULDER WHEN SUDDENLY CUTTING THE DARKNESS LIKE A KNIFE CAME A SCREAM SO PIERCING,librispeech_train.360,12.315,32.51
libri100_02107,libri100_02107.wav,./data/audio_clean/libri100_02107.wav,CAPTAIN SMOLLETT IS NOW RETIRED FROM THE SEA GRAY NOT ONLY SAVED HIS MONEY BUT BEING SUDDENLY SMIT WITH THE DESIRE TO RISE ALSO STUDIED HIS PROFESSION AND HE IS NOW MATE AND PART OWNER OF A FINE FULL RIGGED SHIP,librispeech_train.100,15.1,26.8
libri360_01168,libri360_01168.wav,./data/audio_clean/libri360_01168.wav,ROSE HAD NOT EXPECTED TO RECEIVE ANYTHING FROM HER AUNT SHE HAD NEVER BEEN ALLOWED TO LOOK AT THE TREASURES IN THE OAK CHEST AS FAR AS SHE HAD BEEN AWARE AUNT JOANNA HAD BEEN EXTREMELY POOR BUT SHE REMEMBERED THAT THE OLD WOMAN HAD AT ONE TIME BEFRIENDED HER,librispeech_train.360,16.085,85.64
libri100_02750,libri100_02750.wav,./data/audio_clean/libri100_02750.wav,THE WING WAS BLEEDING A LITTLE OH DEAR WHATEVER SHALL I DO PETER RABBIT,librispeech_train.100,6.3,49.14
libri360_00290,libri360_00290.wav,./data/audio_clean/libri360_00290.wav,AS TO THE CEREMONIES WENT ON THE OTHER WITH A SLIGHTLY IMPORTANT AIR HIS EYES ROVED ROUND A MOMENT THEN HE DIVED INTO HIS BREAST POCKET AND DREW OUT A THIN RED COVERED BOOK,librispeech_train.360,12.38,47.8
libri360_00615,libri360_00615.wav,./data/audio_clean/libri360_00615.wav,THE POEMS ARE NOT OUT OF THAT BOOK I HAVE USED THEM IN THIS BOOK MORE AS PRINCIPLES OF THE MIND THAN AS ACTUAL PERSONAGES IT IS PROBABLE THAT ONLY STUDENTS OF THE MAGICAL TRADITION WILL UNDERSTAND ME WHEN I SAY THAT,librispeech_train.360,13.525,53.03
libri100_02469,libri100_02469.wav,./data/audio_clean/libri100_02469.wav,IT IS VERY EVIDENT TOO THAT AT THIS MOMENT AYRTON WHETHER LIVING OR DEAD IS NOT HERE WE SHALL HAVE TO BEAT THE FOREST SAID THE ENGINEER AND RID THE ISLAND OF THESE WRETCHES PENCROFT'S PRESENTIMENTS WERE NOT MISTAKEN WHEN HE WISHED TO HUNT THEM AS WILD BEASTS,librispeech_train.100,15.62,38.06
libri360_01811,libri360_01811.wav,./data/audio_clean/libri360_01811.wav,AND TO RESIGN MYSELF WHOLLY TO YOUR COMMANDS THE PRINCE REPLIED I KNOW NOT MADAM WHETHER YOU BE IN JEST OR NO BUT FOR MY PART I SERIOUSLY DECLARE BEFORE THESE LADIES YOUR SISTERS,librispeech_train.360,14.215,9.29
libri100_00425,libri100_00425.wav,./data/audio_clean/libri100_00425.wav,FINAL PRECIPITATION BY ATMOSPHERIC DISTURBANCE WITH HAIL OR THAT HAILSTONES TOO WHEN LARGE ARE PHENOMENA OF SUSPENSION OF LONG DURATION THAT IT IS HIGHLY UNACCEPTABLE THAT THE VERY LARGE ONES COULD BECOME SO GREAT ONLY IN FALLING FROM THE CLOUDS,librispeech_train.100,15.45,77.15
libri100_01650,libri100_01650.wav,./data/audio_clean/libri100_01650.wav,GOT DIANA'S HAT AND WENT WITH HER AS FAR AS THE BARRY YARD FENCE THEN SHE WEPT ALL THE WAY BACK TO GREEN GABLES WHERE SHE SORROWFULLY PUT THE REMAINDER OF THE RASPBERRY CORDIAL BACK INTO THE PANTRY AND GOT TEA READY FOR MATTHEW AND JERRY WITH ALL THE ZEST GONE OUT OF THE PERFORMANCE,librispeech_train.100,15.45,40.62
libri360_01264,libri360_01264.wav,./data/audio_clean/libri360_01264.wav,THAT'S A NICE PONY OF YOURS MY DEAR SAID THE LORD KATE WHO DIDN'T QUITE LIKE BEING CALLED MY DEAR BUT WHO KNEW THAT A LORD HAS PRIVILEGES SAID THAT IT WAS A VERY GOOD PONY SUPPOSE WE CHANGE SAID HIS LORDSHIP,librispeech_train.360,13.88,33.25
libri100_02400,libri100_02400.wav,./data/audio_clean/libri100_02400.wav,BEFORE PUTTING THEIR PROJECT OF EXPLORING THE YET UNKNOWN PARTS OF THE ISLAND INTO EXECUTION THEY WISHED TO GET ALL POSSIBLE WORK FINISHED IT WAS ALSO THE TIME FOR COLLECTING THE VARIOUS VEGETABLES FROM THE TABOR ISLAND PLANTS ALL WAS STOWED AWAY,librispeech_train.100,15.665,42.64
libri360_00480,libri360_00480.wav,./data/audio_clean/libri360_00480.wav,A SMALL ROOM INTO WHICH DESIRABLE BUT PREMATURE VISITORS WERE LOOSED TO WAIT THEIR TURN FOR ADMISSION INTO THE PRESENCE AND A LARGER ROOM BEYOND WHICH WAS THE EDITORIAL SANCTUM SMITH,librispeech_train.360,14.445,39.12
libri360_00713,libri360_00713.wav,./data/audio_clean/libri360_00713.wav,OH CLOTH WOMEN HAVE ALWAYS BEEN SPINSTERS BUT THERE THEY STOP YOU'LL SEE WE JOKED TERRY ABOUT HIS MODEST IMPRESSION THAT HE WOULD BE WARMLY RECEIVED BUT HE HELD HIS GROUND YOU'LL SEE HE INSISTED,librispeech_train.360,13.585,53.85
libri100_02814,libri100_02814.wav,./data/audio_clean/libri100_02814.wav,A FIERCE MISTRESS AND VENOMOUS MASTER THE THENARDIER HOSTELRY WAS LIKE A SPIDER'S WEB IN WHICH COSETTE HAD BEEN CAUGHT AND WHERE SHE LAY TREMBLING THE IDEAL OF OPPRESSION WAS REALIZED BY THIS SINISTER HOUSEHOLD,librispeech_train.100,15.02,37.34
libri360_01782,libri360_01782.wav,./data/audio_clean/libri360_01782.wav,READING WITH GREAT DEVOTION THE KORAUN WHICH LAY BEFORE HIM ON A DESK AT THIS SIGHT I WAS TRANSPORTED WITH ADMIRATION I WONDERED HOW IT CAME TO PASS THAT HE SHOULD BE THE ONLY LIVING CREATURE,librispeech_train.360,13.205,9.24
libri100_01860,libri100_01860.wav,./data/audio_clean/libri100_01860.wav,WITH MOCK GALLANTRY HE STOOPED AND RAISED HER ICY COLD HAND TO HIS LIPS WHICH SENT A THRILL OF INDESCRIBABLE LOATHING THROUGH MARGUERITE'S WEARY FRAME,librispeech_train.100,8.795,38.15
libri360_00225,libri360_00225.wav,./data/audio_clean/libri360_00225.wav,BUT ABOVE THE CONSIDERATION OF WHAT WAS RIGHT YET WAS HE FAVORED BY FORTUNE AS MUCH AS ANY MAN EVER WAS FOR FROM A PRIVATE MAN HE BECAME A KING AND THOUGH HE WERE ENCOMPASSED WITH TEN THOUSAND DANGERS,librispeech_train.360,12.89,38.79
libri100_02748,libri100_02748.wav,./data/audio_clean/libri100_02748.wav,WHAT KIND OF AN ACCIDENT WAS IT REDCOAT AND HOW DID IT HAPPEN HE ASKED BROADWING THE HAWK TRIED TO CATCH ME,librispeech_train.100,8.35,51.57
libri100_01970,libri100_01970.wav,./data/audio_clean/libri100_01970.wav,BUT HE WAS DECENT ABOUT IT AFTER ALL HIS FATHER HAD LEFT HIM A LITTLE FARM AT MILLVILLE HE COULDN'T SAY WHAT IT WAS WORTH BUT THERE WERE SIXTY ACRES AND SOME GOOD BUILDINGS AND HE WOULD DEED IT TO YOU AS SECURITY,librispeech_train.100,13.13,30.97
libri100_00415,libri100_00415.wav,./data/audio_clean/libri100_00415.wav,BUT IN ALL THE METEOROLOGICAL LITERATURE THAT I HAVE GONE THROUGH AFTER THAT DATE NOT A WORD EXCEPT MENTION ONCE OR TWICE THE EDITOR OF THE REVIEW SAYS,librispeech_train.100,10.18,75.54
libri360_00640,libri360_00640.wav,./data/audio_clean/libri360_00640.wav,BUT THEY WERE VEXED AT THAT AND TOOK AWAY THE POWER SO THAT HE NEVER KNEW ANYTHING AGAIN NO MORE THAN ANOTHER THIS WISDOM IS THE WISDOM OF THE FOOLS OF THE CELTIC STORIES THAT WAS ABOVE ALL THE WISDOM OF THE WISE,librispeech_train.360,11.915,49.03
libri100_00478,libri100_00478.wav,./data/audio_clean/libri100_00478.wav,HE HOLDS HER BOOKS TO HELP HER AND INSTANTLY IT SEEMS TO HIM AS IF SHE REMOVED HERSELF FROM HIM INFINITELY AND WAS A SACRED PRECINCT AMONG THE THRONG OF GIRLS HE RUNS RUDELY ENOUGH BUT ONE ALONE DISTANCES HIM,librispeech_train.100,13.49,38.71
libri360_01718,libri360_01718.wav,./data/audio_clean/libri360_01718.wav,FOR FROM MY ADMISSIONS IT MUST NEEDS FOLLOW THAT THE GOOD HAVE POWER AND THE BAD ARE IMPOTENT THOU ANTICIPATEST RIGHTLY AND THAT AS PHYSICIANS RECKON IS A SIGN THAT NATURE IS SET WORKING,librispeech_train.360,12.5,26.67
libri360_00203,libri360_00203.wav,./data/audio_clean/libri360_00203.wav,HIS ENTRAILS WERE ALSO EX ULCERATED,librispeech_train.360,2.985,42.51
libri100_00651,libri100_00651.wav,./data/audio_clean/libri100_00651.wav,COROLLARY THE MIND IS ABLE TO REGARD AS PRESENT EXTERNAL BODIES BY WHICH THE HUMAN BODY HAS ONCE BEEN AFFECTED EVEN THOUGH THEY BE NO LONGER IN EXISTENCE OR PRESENT,librispeech_train.100,10.82,75.47
libri100_00668,libri100_00668.wav,./data/audio_clean/libri100_00668.wav,THE WOMAN WHO MARRIED AN OWL BY ANNE VIRGINIA CULBERTSON WHEN THE CHILDREN GOT HOME FROM THE NUTTING EXPEDITION AND HAD EATEN SUPPER THEY SAT AROUND DISCONTENTEDLY WISHING EVERY FEW MINUTES THAT THEIR MOTHER HAD RETURNED I WISH MAMMA WOULD COME BACK,librispeech_train.100,15.24,75.94
libri100_01567,libri100_01567.wav,./data/audio_clean/libri100_01567.wav,OF COURSE PETER COULDN'T BE LEFT OUT OF ANYTHING LIKE THAT AND HE SCAMPERED FOR THE SCENE OF TROUBLE AS FAST AS HIS LEGS COULD TAKE HIM,librispeech_train.100,7.52,37.49
libri360_01685,libri360_01685.wav,./data/audio_clean/libri360_01685.wav,HEADED DOWN STREAM FOR THE SUMAC WITH WHAT GRACE HE COULD COMMAND THERE WAS AN HOUR OF ANGRY RECRIMINATION BEFORE SWEET PEACE BROODED AGAIN IN RAINBOW BOTTOM THE NEWLY MATED PAIR FINALLY MADE UP,librispeech_train.360,15.96,51.01
libri100_00534,libri100_00534.wav,./data/audio_clean/libri100_00534.wav,TO REFUSE THE FAVOURS OF REMINGTON KARA WAS BY HIM REGARDED AS SOMETHING OF AN AFFRONT,librispeech_train.100,5.925,37.59
libri360_00990,libri360_00990.wav,./data/audio_clean/libri360_00990.wav,WE HAVE SEEN THAT WE ARE DRIVEN TO BELIEVE IN THE SUBSIDENCE OF THOSE VAST AREAS INTERSPERSED WITH LOW ISLANDS,librispeech_train.360,5.955,27.17
libri360_01286,libri360_01286.wav,./data/audio_clean/libri360_01286.wav,HE INTENDS TO COME HOME SOMETIMES I SUPPOSE AND IF HE DIDN'T YOU WOULD LADY AUGUSTUS WAS NOT GOING TO LET HER DAUGHTER MARRY A MAN WHO COULD NOT GIVE HER A HOME FOR AT ANY RATE A PART OF THE YEAR,librispeech_train.360,12.77,32.58
libri360_01793,libri360_01793.wav,./data/audio_clean/libri360_01793.wav,BUT NOT BEFORE SHE HAD PERFECTLY INSTRUCTED ME IN ALL THAT WAS NECESSARY TO CONVINCE ME OF THE TRUTH OF THE MOOSULMAUN RELIGION AFTER HER DEATH I PERSISTED WITH CONSTANCY IN THE BELIEF OF ITS DIVINITY,librispeech_train.360,14.17,8.74
libri100_02080,libri100_02080.wav,./data/audio_clean/libri100_02080.wav,THE PICTURES OF ALL THE KINGS OF EUROPE FOR THE LAST HUNDRED YEARS STRANGE ORIENTAL PIECES STAMPED WITH WHAT LOOKED LIKE WISPS OF STRING OR BITS OF SPIDER'S WEB,librispeech_train.100,10.395,24.77
libri360_01448,libri360_01448.wav,./data/audio_clean/libri360_01448.wav,FOUND AS USUAL HARD AT WORK THIS TIME ON HIS CEMENT HOUSE OF WHICH HE SHOWED THE IRON MOLDS EDISON TOOK OCCASION TO REMARK THAT IF HE HAD ACHIEVED ANYTHING WORTH WHILE IT WAS DUE TO THE OBSTINACY AND PERTINACITY HE HAD INHERITED FROM HIS FOREFATHERS,librispeech_train.360,14.05,39.74
libri100_01162,libri100_01162.wav,./data/audio_clean/libri100_01162.wav,I CALL TO MIND ANOTHER SIMILAR MYTH IN IT A MOTHER IS ALSO SAID TO HAVE BROUGHT FORTH TWINS OR A PAIR OF TWINS AND TO HAVE PAID FOR THEM WITH HER LIFE AGAIN THE ONE IS DESCRIBED AS THE BRIGHT,librispeech_train.100,13.625,42.68
libri100_02482,libri100_02482.wav,./data/audio_clean/libri100_02482.wav,A LITTLE BEFORE ELEVEN O'CLOCK CYRUS HARDING AND THE REPORTER RIFLE IN HAND WERE BEHIND THE GATE READY TO OPEN IT AT THE FIRST BARK OF THEIR DOG THEY DID NOT DOUBT THAT IF TOP HAD ARRIVED SAFELY AT GRANITE HOUSE,librispeech_train.100,12.615,38.08
libri100_00807,libri100_00807.wav,./data/audio_clean/libri100_00807.wav,TO PRESENT IN A JUST LIGHT THE TRUE HISTORY OF THE RACE TO PRESERVE ITS RECORDS AND EMULATE ITS DISTINGUISHING VIRTUES FOURTH TO PROMOTE CITIZENSHIP AND TO OBTAIN THE RIGHTS THEREOF FIFTH,librispeech_train.100,15.945,67.52
libri100_00273,libri100_00273.wav,./data/audio_clean/libri100_00273.wav,MISSUS LOWDER HAD WONDERS TO TELL OF IT THE TWO WEARERS OF THE WAISTCOAT EITHER WITH SINCERITY OR WITH HYPOCRISY PROFESSED IN THE MATTER AN EQUAL EXPERTNESS AND DENSHER AT LAST SEEMED TO KNOW HIMSELF IN PRESENCE OF A SOCIAL CASE,librispeech_train.100,14.995,36.17
libri100_01678,libri100_01678.wav,./data/audio_clean/libri100_01678.wav,MY LAST HOPE IS GONE SHE TOLD MARILLA I WENT UP AND SAW MISSUS BARRY MYSELF AND SHE TREATED ME VERY INSULTINGLY MARILLA I DO NOT THINK SHE IS A WELL BRED WOMAN THERE IS NOTHING MORE TO DO EXCEPT TO PRAY,librispeech_train.100,14.45,41.1
libri360_01933,libri360_01933.wav,./data/audio_clean/libri360_01933.wav,NEITHER CATS NOR DOGS NOR POISON NOR TRAPS NOR PRAYERS NOR CANDLES BURNT TO ALL THE SAINTS NOTHING WOULD DO ANYTHING THE MORE THEY KILLED THE MORE CAME AND THE INHABITANTS OF HAMEL BEGAN TO GO TO THE DOGS,librispeech_train.360,14.965,33.38
libri360_00811,libri360_00811.wav,./data/audio_clean/libri360_00811.wav,FINDING A FREE PLACE LEVIN LEANED OVER THE BALUSTRADE AND BEGAN LOOKING AND LISTENING ALL THE NOBLEMEN WERE SITTING RAILED OFF BEHIND BARRIERS ACCORDING TO THEIR DISTRICTS,librispeech_train.360,11.925,25.55
libri100_01984,libri100_01984.wav,./data/audio_clean/libri100_01984.wav,THE SAVIOUR SOUGHT TO HEAL IT HE CALLED OUT THE FAITH AND GRATITUDE OF THE ROMAN CENTURION AND HIS ANSWER TO THE JEWISH LEADERS RENDER TO CAESAR THE THINGS THAT ARE CAESAR'S,librispeech_train.100,11.185,34.83
libri100_02151,libri100_02151.wav,./data/audio_clean/libri100_02151.wav,HOW MANY IT HAD COST IN THE AMASSING WHAT BLOOD AND SORROW WHAT GOOD SHIPS SCUTTLED ON THE DEEP WHAT BRAVE MEN WALKING THE PLANK BLINDFOLD WHAT SHOT OF CANNON WHAT SHAME AND LIES AND CRUELTY,librispeech_train.100,14.665,26.02
libri360_01557,libri360_01557.wav,./data/audio_clean/libri360_01557.wav,AND WERE HAVING DIFFICULTY TO RECEIVE AND CONSUME THE ORES WHICH HAD BEEN PREVIOUSLY CONTRACTED FOR SO WHAT SALES WE WERE ABLE TO MAKE WERE AT EXTREMELY LOW PRICES,librispeech_train.360,8.675,44.23
libri100_00845,libri100_00845.wav,./data/audio_clean/libri100_00845.wav,AND BRING UP THE LITTLE ONES IN AND IT'S GOT AS MUCH REFINEMENT AND CULTURE AS ANY BURG ON THE WHOLE BLOOMIN EXPANSE OF GOD'S GREEN FOOTSTOOL AND THAT GOES GET ME THAT GOES,librispeech_train.100,11.48,35.16
libri100_01064,libri100_01064.wav,./data/audio_clean/libri100_01064.wav,WHEN AN EXCHANGE OF SEATS IS NECESSARY IT IS ALL DONE SO EASILY AND SO QUICKLY THAT YOU WOULD WONDER WHY WE TOLERATE TROLLEY CARS IN TRAVELING FROM CITY TO CITY A SYSTEM IS IN USE THAT I WILL CALL THE TOBOGGAN SLIDE SYSTEM,librispeech_train.100,14.58,42.22
libri360_00416,libri360_00416.wav,./data/audio_clean/libri360_00416.wav,GOOD BY WITH A HUNDRED AND FIFTY KISSES TO CLOVY AND THE REST YOUR LOVING ROSE RED SHE NEVER SIGNS HERSELF BROWNE I OBSERVE SAID CLOVER AS SHE FINISHED THE LETTER OH ROSE RED BROWNE WOULD SOUND TOO FUNNY ROSE RED SHE MUST STAY TILL THE END OF THE CHAPTER,librispeech_train.360,15.775,46.79
libri360_00563,libri360_00563.wav,./data/audio_clean/libri360_00563.wav,BUT WORSE STILL THAT HE MAY BEAR DOWN EVERY ARGUMENT IN FAVOR OF THESE POEMS HE TRIUMPHANTLY DRAGS FORWARD A PASSAGE IN HIS ABOMINATION WITH WHICH HE EXPECTS THE READER TO SYMPATHIZE,librispeech_train.360,10.4,57.04
libri360_01426,libri360_01426.wav,./data/audio_clean/libri360_01426.wav,AND WERE HUNGRY MOST OF THE TIME NOW MISTER TURTLE LIVING IN THE SMILING POOL HAD PLENTY TO EAT HE HAD NOTHING TO WORRY ABOUT ON THAT SCORE EVERYBODY WHO LIVES IN THE SMILING POOL KNOWS THAT IT IS THE BEST PLACE IN THE WORLD ANYWAY,librispeech_train.360,15.57,49.59
libri100_02095,libri100_02095.wav,./data/audio_clean/libri100_02095.wav,LEAPT TO HIS FEET WITH A HOARSE CRY WHIPPED HIS MUSKET TO HIS SHOULDER AND SENT A SHOT WHISTLING OVER SILVER'S HEAD,librispeech_train.100,7.405,27.46
libri360_01325,libri360_01325.wav,./data/audio_clean/libri360_01325.wav,MORTON BELIEVED THAT HE WAS GREATLY GIVEN TO HUNTING THEN HE ASKED ARABELLA WHETHER SHE KNEW THE YOUNG LORD SHE HAD JUST MET HIM SHE SAID AND HAD ONLY ASKED THE QUESTION BECAUSE OF THE NAME HE IS ONE OF MY NEIGHBOURS DOWN HERE SAID MORTON,librispeech_train.360,14.2,30.82
libri100_00122,libri100_00122.wav,./data/audio_clean/libri100_00122.wav,IT ISN'T FAIR FOR YOU TO PAY THE BILL LET HIM GO AFTER ANDY NO I PREFER SETTLING THE ACCOUNT MYSELF AND NOT HAVING ANY TROUBLE ABOUT IT FRANK TOLD HIS OBJECTING CHUMS BESIDES WE'VE HAD ENOUGH FUN OUT OF THE BUSINESS TO STAND A LITTLE EXPENSE LIKE THAT,librispeech_train.100,14.97,49.48
